200.0060, 194.523, 193.289, 190.818
169.3090, 163.808, 162.514, 160.253
267.1360, 263.259, 261.769, 260.122
345.9820, 343.199, 342.517, 340.12
387.5140, 384.566, 384.032, 381.482
458.7200, 455.826, 454.951, 453.301
496.0400, 493.587, 492.496, 489.632
529.3170, 526.81 , 526.289, 523.683
563.5690, 561.185, 560.603, 558.342
623.0830, 619.748, 618.885, 617.439 
